ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,label,subject
50.0,30.0,23.0,-24.28,0.375697,35.84,1,S2
28.0,54.0,-16.0,35.96,0.259096,34.11,3,S2
-65.0,-2.0,-2.0,-60.57,0.157605,32.84,4,S4
-59.0,-6.0,20.0,3.76,0.356455,30.95,3,S3
57.0,22.0,19.0,52.73,0.321881,33.71,4,S2
-24.0,60.0,9.0,28.8,2.206689,32.27,2,S4
-17.0,-7.0,-62.0,-52.15,0.120509,33.07,1,S4
-21.0,-5.0,-61.0,5.58,0.114113,33.09,1,S4
-64.0,14.0,-5.0,-7.9,0.439737,30.65,4,S3
-19.0,-4.0,-61.0,36.21,0.120509,33.09,1,S4
-24.0,-59.0,-7.0,3.11,0.268909,32.25,1,S14
-64.0,-3.0,11.0,12.42,0.334151,33.09,2,S14
-37.0,-45.0,-29.0,-63.52,0.268909,32.23,1,S14
-46.0,-8.0,43.0,4.46,6.03989,32.59,1,S3
-46.0,46.0,10.0,2.32,0.337237,30.91,4,S3
56.0,25.0,17.0,8.55,0.102773,35.89,1,S2
-51.0,-32.0,6.0,-29.79,0.337989,32.68,2,S14
-37.0,-52.0,4.0,15.36,2.261562,32.79,1,S3
54.0,25.0,23.0,13.19,0.100211,35.89,1,S2
60.0,0.0,-25.0,-24.54,0.221937,34.27,3,S2
-46.0,44.0,11.0,-0.18,0.343643,30.95,4,S3
50.0,28.0,31.0,-24.16,0.124556,35.93,1,S2
57.0,26.0,12.0,-38.06,0.101492,35.66,1,S2
-47.0,-4.0,43.0,-22.17,0.398737,30.85,3,S3
-19.0,-7.0,-61.0,-45.37,0.121788,33.03,1,S4
-21.0,61.0,8.0,44.79,2.500899,32.47,2,S4
-18.0,61.0,9.0,-25.59,2.222039,32.27,2,S4
-41.0,-50.0,-6.0,-32.75,0.313683,32.11,1,S14
-32.0,56.0,9.0,2.19,2.275656,32.0,2,S3
-28.0,60.0,6.0,-42.53,1.983354,32.73,2,S4
55.0,23.0,22.0,-2.88,0.148901,35.91,1,S2
-64.0,14.0,-6.0,12.52,0.460237,30.57,4,S3
62.0,0.0,11.0,-27.85,0.25397,33.99,4,S2
-47.0,-4.0,44.0,-12.03,0.394893,30.85,3,S3
-65.0,-1.0,8.0,-2.29,0.194701,31.47,4,S4
-21.0,-5.0,-62.0,4.22,0.11923,33.07,1,S4
14.0,-59.0,13.0,-22.95,0.999774,33.33,2,S2
-65.0,0.0,-5.0,-48.92,0.158884,32.79,4,S4
57.0,23.0,17.0,-32.89,0.173247,34.18,4,S2
58.0,12.0,18.0,-28.75,0.241157,35.75,1,S2
-56.0,8.0,32.0,-7.27,0.316242,31.75,4,S14
-29.0,57.0,10.0,25.54,1.643202,31.91,2,S3
37.0,39.0,34.0,95.57,0.1284,35.93,1,S2
60.0,0.0,-20.0,14.17,0.150183,34.11,3,S2
-49.0,-36.0,-23.0,11.59,0.289377,32.18,1,S14
-56.0,7.0,31.0,-34.77,0.313683,31.63,4,S14
-45.0,0.0,45.0,6.68,0.371831,30.97,3,S3
-50.0,-5.0,40.0,14.23,0.389768,30.75,3,S3
-43.0,-44.0,17.0,-4.27,0.317521,33.03,2,S14
41.0,13.0,-46.0,18.16,0.114305,35.93,1,S2
28.0,54.0,-17.0,19.28,0.250126,34.09,3,S2
-57.0,-28.0,-6.0,-17.16,0.354619,32.79,2,S14
-44.0,19.0,43.0,53.78,0.171676,32.75,3,S4
-43.0,-44.0,13.0,1.34,0.30217,33.09,2,S14
38.0,-47.0,-18.0,-310.35,0.575585,33.79,2,S2
59.0,23.0,3.0,0.84,0.092523,35.61,1,S2
-59.0,-5.0,26.0,14.36,0.350049,30.95,3,S3
-42.0,8.0,48.0,-13.87,0.569213,33.23,1,S3
49.0,12.0,-37.0,-29.66,0.102773,35.71,1,S2
-65.0,-1.0,5.0,-43.0,0.187026,31.47,4,S4
-52.0,-20.0,-25.0,5.24,0.33671,32.66,2,S14
-21.0,-11.0,-60.0,20.69,0.125626,33.0,1,S4
-42.0,-2.0,48.0,0.8,0.397456,33.13,1,S3
-64.0,-3.0,12.0,-5.94,0.334151,33.11,2,S14
-44.0,19.0,43.0,48.86,0.167838,32.75,3,S4
-44.0,18.0,43.0,-69.23,0.175513,32.77,3,S4
-17.0,-6.0,-61.0,56.01,0.11923,33.05,1,S4
-45.0,46.0,9.0,-0.68,0.328268,30.83,4,S3
-44.0,-47.0,1.0,-9.55,0.279143,32.27,1,S14
-30.0,57.0,10.0,5.05,3.588422,32.16,2,S3
-19.0,61.0,10.0,1.42,2.399844,32.43,2,S4
-53.0,5.0,36.0,13.34,0.321359,32.47,4,S14
-34.0,-8.0,-54.0,-39.37,0.164001,32.89,1,S4
-29.0,57.0,10.0,2.93,2.356375,32.0,2,S3
-32.0,56.0,10.0,2.13,3.314313,32.15,2,S3
-16.0,62.0,8.0,7.35,0.320079,31.97,3,S14
-31.0,57.0,9.0,-24.32,2.963249,32.11,2,S3
-62.0,2.0,20.0,-3.01,0.188305,31.43,4,S4
-64.0,-5.0,13.0,-21.57,0.280422,32.25,1,S14
57.0,22.0,18.0,13.29,0.298817,33.68,4,S2
-64.0,-1.0,7.0,-2.12,0.183188,31.47,4,S4
63.0,0.0,11.0,5.22,0.257814,34.0,4,S2
62.0,0.0,12.0,-18.18,0.174528,34.39,4,S2
-44.0,18.0,43.0,49.79,0.178072,32.75,3,S4
-31.0,-8.0,-57.0,31.19,0.139696,32.91,1,S4
-19.0,-4.0,-61.0,13.62,0.123067,33.07,1,S4
-18.0,-11.0,-60.0,38.74,0.124346,32.99,1,S4
-64.0,14.0,-5.0,8.35,0.441018,30.67,4,S3
62.0,0.0,11.0,11.58,0.198873,34.18,4,S2
-54.0,3.0,36.0,-4.26,0.311125,32.5,4,S14
-18.0,-6.0,-62.0,39.39,0.116671,33.07,1,S4
-66.0,0.0,-7.0,-40.5,0.162722,32.81,4,S4
-28.0,57.0,9.0,-6.08,1.959186,31.93,2,S3
57.0,23.0,17.0,21.39,0.173247,34.27,4,S2
52.0,22.0,30.0,-139.04,0.496211,35.83,1,S2
63.0,1.0,11.0,-12.95,0.27319,34.0,4,S2
62.0,0.0,12.0,9.96,0.156589,34.63,4,S2
-55.0,-31.0,12.0,21.16,0.371831,33.15,1,S3
-61.0,-19.0,-15.0,1.84,0.803682,33.37,1,S3
-53.0,5.0,36.0,-22.26,0.320079,32.47,4,S14
-33.0,-6.0,-55.0,-20.09,0.112834,33.11,1,S4
-31.0,55.0,9.0,-0.79,4.700974,32.27,2,S3
-50.0,-23.0,-44.0,-13.39,0.33543,32.66,2,S14
-41.0,13.0,44.0,22.75,6.913119,32.63,1,S3
-65.0,0.0,8.0,17.87,0.194701,31.45,4,S4
-29.0,-55.0,12.0,-55.64,0.26763,32.27,1,S14
-44.0,-44.0,14.0,6.49,0.303449,33.09,2,S14
-42.0,-49.0,-5.0,12.51,0.289377,32.15,1,S14
-56.0,-30.0,13.0,-17.24,0.369268,33.25,1,S3
21.0,-52.0,27.0,19.76,0.5769,33.18,1,S3
-34.0,-9.0,-54.0,41.7,0.148651,32.87,1,S4
-50.0,7.0,40.0,-27.89,0.619182,33.33,1,S3
-62.0,2.0,18.0,9.07,0.184468,31.43,4,S4
-65.0,-2.0,-2.0,-65.52,0.152488,32.93,4,S4
-44.0,-15.0,-24.0,-38.17,0.352061,32.83,2,S14
41.0,34.0,35.0,2.98,0.501336,35.83,1,S2
-32.0,-54.0,7.0,-51.45,0.272747,32.27,1,S14
-29.0,58.0,-1.0,5.27,2.342282,32.47,2,S4
-43.0,-44.0,14.0,13.69,0.306008,33.09,2,S14
-19.0,60.0,12.0,3.8,0.321359,31.99,3,S14
-56.0,8.0,32.0,-5.88,0.312404,31.73,4,S14
-55.0,11.0,32.0,16.71,0.320079,31.69,4,S14
-53.0,4.0,36.0,-0.04,0.316242,32.55,4,S14
-23.0,60.0,-2.0,-300.09,2.427986,32.55,2,S4
62.0,0.0,-7.0,27.1,0.203999,34.23,3,S2
-33.0,-8.0,-55.0,34.43,0.162722,32.89,1,S4
-52.0,0.0,38.0,14.13,0.480737,33.18,1,S3
61.0,-1.0,8.0,204.24,0.130963,35.53,1,S2
-40.0,-49.0,-8.0,34.77,0.289377,32.11,1,S14
-56.0,8.0,31.0,-7.31,0.311125,31.63,4,S14
-20.0,-11.0,-60.0,36.8,0.125626,33.0,1,S4
-38.0,-43.0,34.0,-3.17,0.348223,32.75,2,S14
-18.0,60.0,14.0,-3.5,2.145289,32.33,2,S4
-62.0,1.0,18.0,13.83,0.190863,31.43,4,S4
-17.0,62.0,10.0,81.13,2.628817,32.43,2,S4
-25.0,-12.0,-59.0,12.67,0.123067,32.93,1,S4
-65.0,0.0,6.0,-3.4,0.188305,31.47,4,S4
-16.0,62.0,9.0,-11.26,0.321359,31.95,3,S14
55.0,24.0,22.0,-1.33,0.160433,35.89,1,S2
-64.0,11.0,-7.0,0.44,0.469206,30.49,4,S3
-16.0,58.0,13.0,-5.56,2.640329,32.39,2,S4
57.0,23.0,17.0,27.2,0.200155,33.65,4,S2
-37.0,-51.0,0.0,24.14,2.302562,32.73,1,S3
47.0,21.0,-37.0,-13.21,0.104055,35.66,1,S2
-31.0,-8.0,-56.0,42.02,0.139696,32.91,1,S4
-53.0,-37.0,-11.0,-12.31,0.308566,32.21,1,S14
-64.0,-1.0,13.0,9.96,0.280422,32.25,1,S14
57.0,23.0,17.0,3.88,0.220656,33.65,4,S2
-32.0,57.0,4.0,-1.12,2.170593,31.95,2,S3
-64.0,13.0,-6.0,10.28,0.466643,30.53,4,S3
-18.0,61.0,13.0,-54.74,2.210527,32.31,2,S4
-54.0,-35.0,-7.0,-4.0,2.062967,32.87,1,S3
62.0,0.0,12.0,8.19,0.14762,34.61,4,S2
-65.0,-2.0,-3.0,-3.06,0.152488,32.95,4,S4
-18.0,61.0,12.0,-2.2,0.321359,31.99,3,S14
-56.0,7.0,32.0,-6.3,0.3188,31.69,4,S14
-43.0,-44.0,17.0,-22.98,0.317521,33.03,2,S14
-56.0,7.0,32.0,13.51,0.3188,31.71,4,S14
-65.0,0.0,-5.0,-7.76,0.157605,32.81,4,S4
57.0,26.0,-7.0,6.77,0.098929,35.66,1,S2
-55.0,-17.0,-32.0,28.61,0.976651,33.29,1,S3
-65.0,-2.0,-2.0,-30.36,0.156326,32.91,4,S4
-31.0,-7.0,-56.0,19.12,0.121788,33.07,1,S4
29.0,57.0,3.0,-24.91,0.241157,34.07,3,S2
-65.0,-3.0,-3.0,-41.76,0.153767,32.97,4,S4
-63.0,-2.0,11.0,29.75,0.280422,32.23,1,S14
39.0,37.0,33.0,9.04,0.60128,35.79,1,S2
62.0,0.0,12.0,-38.81,0.146339,34.66,4,S2
-16.0,62.0,7.0,7.11,0.317521,31.95,3,S14
-52.0,-1.0,38.0,6.64,0.457675,33.16,1,S3
62.0,0.0,-11.0,-16.41,0.174528,34.15,3,S2
-61.0,-24.0,-8.0,-5.64,1.099751,33.13,1,S3
-48.0,19.0,39.0,45.38,0.175513,32.75,3,S4
-33.0,-6.0,-55.0,18.53,0.114113,33.11,1,S4
62.0,0.0,11.0,-3.32,0.206561,34.13,4,S2
-55.0,-4.0,34.0,-3.42,0.428206,33.15,1,S3
-16.0,62.0,7.0,-6.8,0.321359,31.93,3,S14
14.0,-59.0,15.0,-3.31,1.097155,32.84,2,S2
-48.0,19.0,38.0,80.56,0.199818,32.77,3,S4
-53.0,-33.0,-6.0,-25.24,0.350781,32.79,2,S14
-37.0,-52.0,8.0,-13.06,2.316656,32.68,1,S3
-63.0,-8.0,-14.0,-21.91,0.189584,32.84,1,S4
-47.0,-5.0,43.0,-2.6,0.397456,30.87,3,S3
-28.0,60.0,-1.0,-70.75,2.556209,32.59,2,S4
40.0,13.0,-47.0,-6.91,0.111743,35.95,1,S2
-65.0,-2.0,-2.0,-32.32,0.152488,32.93,4,S4
-23.0,16.0,48.0,-9.67,1.089402,32.53,2,S3
-56.0,-4.0,31.0,-20.1,1.393158,32.83,1,S3
-65.0,0.0,-6.0,18.16,0.152488,32.75,4,S4
-47.0,-43.0,-14.0,-49.38,0.289377,32.09,1,S14
60.0,0.0,-19.0,-20.48,0.179653,34.15,3,S2
-28.0,-9.0,-56.0,26.96,0.155047,32.91,1,S4
-59.0,-6.0,26.0,1.68,0.350049,30.95,3,S3
41.0,36.0,33.0,24.01,0.529526,35.83,1,S2
-31.0,57.0,9.0,-16.44,2.710403,32.07,2,S3
-65.0,0.0,9.0,-17.65,0.281702,32.23,1,S14
-64.0,14.0,-6.0,2.34,0.457675,30.61,4,S3
-20.0,-11.0,-60.0,4.3,0.124346,33.0,1,S4
-31.0,-54.0,12.0,-53.18,0.268909,32.13,1,S14
18.0,-60.0,14.0,-37.96,1.066403,32.77,2,S2
10.0,-59.0,21.0,-61.68,0.184468,31.45,4,S4
-44.0,18.0,43.0,-98.31,0.175513,32.71,3,S4
-43.0,-44.0,17.0,14.26,0.320079,33.05,2,S14
-31.0,56.0,9.0,15.17,2.624559,32.07,2,S3
-56.0,8.0,31.0,24.99,0.313683,31.71,4,S14
32.0,-51.0,15.0,18.34,0.551275,33.16,1,S3
57.0,23.0,17.0,17.48,0.179653,33.95,4,S2
49.0,12.0,-38.0,24.27,0.129681,35.68,1,S2
-27.0,-8.0,-58.0,5.64,0.156326,32.89,1,S4
63.0,0.0,-4.0,-17.04,0.210405,34.34,3,S2
-65.0,-1.0,9.0,47.81,0.28426,32.23,1,S14
-22.0,60.0,12.0,14.51,0.321359,32.0,3,S14
-49.0,12.0,-23.0,-4.56,3.836985,32.5,2,S3
-44.0,19.0,43.0,46.26,0.172955,32.79,3,S4
-64.0,13.0,-5.0,-7.1,0.456393,30.57,4,S3
-47.0,44.0,11.0,-0.94,0.356455,31.01,4,S3
-54.0,-27.0,7.0,8.31,3.89336,32.65,1,S3
-63.0,5.0,16.0,-21.39,0.36997,32.91,2,S14
15.0,-58.0,14.0,173.53,0.658871,34.0,2,S2
-65.0,-2.0,-3.0,2.77,0.151209,32.93,4,S4
-56.0,8.0,31.0,12.6,0.313683,31.65,4,S14
-49.0,1.0,41.0,-81.91,0.164001,32.87,3,S4
-23.0,-11.0,-60.0,42.6,0.128184,32.97,1,S4
-10.0,-47.0,31.0,-19.0,4.69713,32.61,1,S3
-56.0,-31.0,13.0,4.47,0.370549,33.21,1,S3
18.0,-59.0,13.0,-5.54,0.565334,33.79,2,S2
-54.0,-38.0,-6.0,-5.92,0.304728,32.23,1,S14
45.0,35.0,27.0,17.07,0.125837,35.89,1,S2
56.0,16.0,24.0,12.16,0.200155,35.79,1,S2
56.0,23.0,18.0,22.2,0.173247,34.25,4,S2
-55.0,-34.0,-4.0,-12.3,3.441157,32.75,1,S3
-56.0,7.0,32.0,14.7,0.320079,31.71,4,S14
54.0,26.0,23.0,-15.09,0.84217,35.73,1,S2
-34.0,-8.0,-55.0,-35.21,0.135859,32.93,1,S4
-16.0,62.0,8.0,-11.25,0.321359,31.97,3,S14
54.0,23.0,23.0,10.18,0.332132,35.84,1,S2
-56.0,7.0,31.0,-36.77,0.316242,31.73,4,S14
-51.0,20.0,35.0,-31.92,0.170397,32.75,3,S4
-34.0,-54.0,0.0,34.45,0.266351,32.27,1,S14
-43.0,0.0,48.0,8.28,0.366706,30.95,3,S3
-42.0,-35.0,-35.0,-9.82,0.281702,32.11,1,S14
17.0,-59.0,12.0,29.25,1.138158,32.59,2,S2
49.0,12.0,-38.0,8.82,0.101492,35.71,1,S2
-20.0,-7.0,-61.0,40.11,0.121788,33.07,1,S4
-46.0,45.0,9.0,-0.89,0.333393,30.87,4,S3
-57.0,-31.0,-2.0,37.59,0.202376,32.81,1,S4
-47.0,-6.0,43.0,-33.24,0.391049,30.85,3,S3
-64.0,13.0,-6.0,10.4,0.467925,30.51,4,S3
25.0,57.0,14.0,-53.89,0.35904,34.07,3,S2
-58.0,-22.0,-19.0,-10.91,0.350781,32.81,2,S14
-45.0,-5.0,44.0,21.03,0.394893,30.85,3,S3
-65.0,-2.0,7.0,-2.43,0.188305,31.43,4,S4
-49.0,0.0,41.0,62.72,0.169117,32.79,3,S4
-18.0,60.0,12.0,8.34,0.320079,31.97,3,S14
-33.0,-9.0,-55.0,26.26,0.144813,32.91,1,S4
-61.0,1.0,22.0,-30.99,1.534295,32.89,1,S3
-56.0,8.0,31.0,-22.85,0.313683,31.69,4,S14
-29.0,56.0,10.0,-0.37,2.358937,32.0,2,S3
60.0,0.0,-21.0,-0.55,0.192467,34.23,3,S2
50.0,14.0,31.0,-97.91,1.390679,35.81,1,S2
-65.0,-2.0,9.0,17.19,0.192143,31.47,4,S4
-47.0,-40.0,-21.0,20.83,0.28426,32.25,1,S14
-62.0,2.0,18.0,19.24,0.19598,31.39,4,S4
-61.0,-2.0,31.0,-323.02,0.482087,33.16,1,S3
-62.0,2.0,19.0,-13.83,0.193422,31.41,4,S4
58.0,17.0,18.0,-14.59,0.260377,35.79,1,S2
-49.0,-37.0,-41.0,147.01,0.329034,32.71,2,S14
-24.0,60.0,9.0,-6.75,2.110751,32.34,2,S4
49.0,31.0,25.0,-31.56,0.676879,35.73,1,S2
-35.0,-37.0,-3.0,10.03,0.294494,32.21,1,S14
-19.0,61.0,11.0,1.6,0.321359,31.89,3,S14
-29.0,-8.0,-57.0,74.24,0.156326,32.89,1,S4
-55.0,-7.0,33.0,16.7,4.236449,32.66,1,S3
-60.0,-24.0,6.0,11.68,0.364143,33.15,1,S3
-15.0,59.0,10.0,7.56,2.511132,32.5,2,S4
57.0,16.0,23.0,-18.91,0.198873,35.79,1,S2
63.0,0.0,-5.0,-16.49,0.189904,34.33,3,S2
-50.0,-32.0,-37.0,6.25,0.33671,32.73,2,S14
-65.0,-5.0,10.0,-3.08,0.412831,31.03,4,S3
-32.0,-8.0,-56.0,71.33,0.166559,32.89,1,S4
-44.0,19.0,43.0,-81.06,0.170397,32.75,3,S4
22.0,-60.0,16.0,-86.09,0.647339,34.0,2,S2
56.0,24.0,17.0,-9.88,0.106617,35.91,1,S2
-46.0,45.0,9.0,-1.84,0.332112,30.83,4,S3
-43.0,19.0,43.0,-36.68,0.18063,32.77,3,S4
-26.0,59.0,12.0,122.96,2.75576,32.66,2,S4
57.0,23.0,17.0,-9.7,0.183497,33.84,4,S2
-33.0,-8.0,-55.0,40.93,0.135859,32.93,1,S4
-26.0,-7.0,-59.0,15.84,0.11923,33.03,1,S4
16.0,-60.0,13.0,-12.31,1.120219,32.71,2,S2
-27.0,-8.0,-57.0,-22.73,0.157605,32.87,1,S4
-54.0,-36.0,-3.0,-4.48,1.986092,32.83,1,S3
-63.0,-4.0,15.0,17.94,0.400018,31.09,4,S3
-58.0,-15.0,20.0,-15.8,6.553087,32.65,1,S3
-9.0,-54.0,31.0,5.22,0.394893,30.89,3,S3
-64.0,13.0,-5.0,-2.78,0.449987,30.63,4,S3
-44.0,-48.0,2.0,25.04,0.288098,32.15,1,S14
-31.0,-51.0,-23.0,-110.85,0.282981,32.09,1,S14
-56.0,8.0,31.0,12.55,0.314962,31.67,4,S14
-38.0,-51.0,0.0,-69.21,0.263792,32.25,1,S14
-44.0,19.0,44.0,-71.49,0.175513,32.71,3,S4
-32.0,-8.0,-56.0,0.07,0.157605,32.89,1,S4
-46.0,-33.0,-32.0,-4.97,0.280422,32.07,1,S14
-42.0,-35.0,-35.0,-42.69,0.276585,32.11,1,S14
-47.0,-8.0,43.0,13.34,6.107796,32.65,1,S3
-34.0,-6.0,-54.0,11.22,0.116671,33.11,1,S4
63.0,0.0,-4.0,-43.08,0.162996,34.41,3,S2
-65.0,-1.0,-6.0,-63.96,0.153767,32.75,4,S4
49.0,13.0,-37.0,-39.86,0.124556,35.65,1,S2
-44.0,19.0,43.0,-94.59,0.176793,32.73,3,S4
-38.0,54.0,17.0,-11.69,4.195736,32.39,2,S3
-42.0,-2.0,48.0,0.25,0.385924,33.13,1,S3
-24.0,-41.0,9.0,-69.77,0.341827,32.77,2,S14
-27.0,58.0,12.0,-5.94,3.378376,32.49,2,S3
-43.0,-43.0,3.0,24.23,0.341827,32.77,2,S14
55.0,19.0,25.0,22.29,0.232188,35.75,1,S2
-41.0,-6.0,49.0,19.73,2.083467,32.81,1,S3
-21.0,61.0,4.0,6.29,2.480433,32.57,2,S4
-48.0,43.0,10.0,21.69,0.367987,31.09,4,S3
-56.0,-42.0,-19.0,-74.26,0.339268,32.65,2,S14
-56.0,7.0,31.0,13.23,0.316242,31.75,4,S14
-37.0,57.0,13.0,-161.31,2.614746,32.61,2,S4
-64.0,-37.0,-14.0,-41.29,0.290656,32.16,1,S14
-19.0,-5.0,-61.0,8.6,0.121788,33.05,1,S4
-21.0,61.0,5.0,63.08,2.413915,32.53,2,S4
-38.0,58.0,6.0,-5.68,0.757488,32.5,2,S3
61.0,1.0,-17.0,213.59,0.212968,34.27,3,S2
56.0,23.0,17.0,-21.36,0.173247,34.27,4,S2
-61.0,6.0,20.0,-1.95,0.372529,32.89,2,S14
-31.0,56.0,10.0,2.79,3.259219,32.15,2,S3
-33.0,-7.0,-55.0,16.12,0.174234,32.91,1,S4
-65.0,0.0,8.0,-17.09,0.194701,31.47,4,S4
-65.0,5.0,6.0,35.01,0.349502,32.87,2,S14
-24.0,-59.0,-8.0,23.25,0.270188,32.29,1,S14
-39.0,-45.0,19.0,-41.19,0.288098,32.09,1,S14
-63.0,-6.0,16.0,-0.04,1.989936,32.83,1,S3
58.0,26.0,6.0,14.1,0.116868,35.87,1,S2
-31.0,-7.0,-56.0,-66.45,0.121788,33.05,1,S4
-32.0,-55.0,9.0,-0.86,0.266351,32.09,1,S14
-49.0,20.0,37.0,-253.55,0.204934,32.77,3,S4
-33.0,-54.0,8.0,-10.27,0.271468,32.29,1,S14
-46.0,-4.0,44.0,-0.85,0.411549,30.83,3,S3
-32.0,-8.0,-56.0,-21.97,0.133301,32.93,1,S4
54.0,23.0,22.0,-10.08,0.152745,35.89,1,S2
-64.0,13.0,-5.0,-14.53,0.444862,30.65,4,S3
-38.0,51.0,11.0,9.6,0.314962,31.75,3,S14
-65.0,-2.0,-2.0,-3.01,0.156326,32.91,4,S4
-32.0,57.0,9.0,-2.76,2.941468,32.11,2,S3
-53.0,5.0,36.0,-11.9,0.3188,32.43,4,S14
62.0,1.0,10.0,-2.46,0.325725,34.07,4,S2
57.0,23.0,17.0,-24.99,0.346226,35.89,1,S2
-56.0,-32.0,9.0,-22.62,1.71239,32.84,1,S3
-24.0,61.0,1.0,-13.79,2.230234,32.16,2,S4
-50.0,7.0,40.0,18.32,0.601244,33.27,1,S3
57.0,23.0,17.0,15.35,0.171965,34.31,4,S2
-31.0,-55.0,6.0,-23.74,0.274026,32.21,1,S14
-44.0,19.0,43.0,50.34,0.176793,32.71,3,S4
-56.0,7.0,32.0,-15.92,0.316242,31.73,4,S14
-55.0,-3.0,34.0,-9.85,0.417956,33.16,1,S3
-33.0,-54.0,7.0,-16.11,0.271468,32.25,1,S14
-64.0,13.0,-6.0,6.44,0.470487,30.51,4,S3
-46.0,45.0,11.0,1.14,0.348768,30.93,4,S3
-45.0,46.0,9.0,1.0,0.329549,30.85,4,S3
-53.0,3.0,36.0,1.31,0.312404,32.53,4,S14
64.0,1.0,-5.0,-15.56,0.21553,34.37,3,S2
-27.0,59.0,4.0,10.03,2.477874,32.68,2,S4
-60.0,-20.0,6.0,-3.92,0.995969,33.25,1,S3
-44.0,-45.0,14.0,-0.08,0.30217,33.09,2,S14
-31.0,-55.0,8.0,17.53,0.268909,32.23,1,S14
-64.0,14.0,-8.0,-14.13,0.470487,30.53,4,S3
54.0,11.0,-30.0,-10.58,0.150183,35.95,1,S2
-55.0,-31.0,14.0,9.42,0.364143,33.23,1,S3
67.0,6.0,0.0,-215.42,0.101492,35.55,1,S2
13.0,-58.0,10.0,6.24,1.133033,33.29,2,S2
-31.0,56.0,9.0,1.38,4.651005,32.29,2,S3
41.0,34.0,33.0,-2.1,0.488523,35.81,1,S2
-60.0,-13.0,32.0,4.19,0.369268,30.97,3,S3
-54.0,9.0,-35.0,-86.58,0.349502,32.83,2,S14
-54.0,-7.0,35.0,9.76,3.898485,32.65,1,S3
-64.0,14.0,-4.0,8.65,0.442299,30.65,4,S3
60.0,0.0,-19.0,-11.74,0.152745,34.11,3,S2
-28.0,55.0,0.0,-38.18,2.634238,32.57,2,S4
-44.0,0.0,46.0,-5.4,0.364143,30.99,3,S3
-56.0,7.0,32.0,6.43,0.317521,31.75,4,S14
62.0,0.0,12.0,-9.77,0.169403,34.49,4,S2
-61.0,-4.0,17.0,40.99,1.28297,32.87,1,S3
-50.0,-42.0,2.0,-142.55,0.282981,32.11,1,S14
-64.0,13.0,-6.0,9.51,0.470487,30.49,4,S3
-36.0,-9.0,-53.0,30.66,0.153767,32.87,1,S4
-43.0,-47.0,-14.0,-4.97,0.330313,32.63,2,S14
16.0,-59.0,13.0,-4.03,1.070247,32.77,2,S2
43.0,14.0,-44.0,14.96,0.114305,35.75,1,S2
-64.0,13.0,-5.0,-20.38,0.460237,30.55,4,S3
-23.0,59.0,11.0,118.87,2.192618,32.68,2,S4
62.0,-1.0,12.0,-1.57,0.145057,34.65,4,S2
57.0,23.0,17.0,12.08,0.212968,33.65,4,S2
-65.0,0.0,-4.0,-59.17,0.148651,32.77,4,S4
56.0,23.0,17.0,-18.8,0.184779,33.79,4,S2
-18.0,61.0,12.0,17.12,0.320079,31.89,3,S14
-53.0,6.0,36.0,-12.46,0.3188,32.39,4,S14
-56.0,7.0,32.0,-7.67,0.320079,31.71,4,S14
-64.0,13.0,-6.0,10.08,0.465362,30.55,4,S3
-19.0,-6.0,-61.0,-7.46,0.121788,33.07,1,S4
-33.0,-43.0,8.0,-54.08,0.344385,32.75,2,S14
-54.0,9.0,-12.0,3.47,0.67805,32.57,2,S3
57.0,22.0,17.0,-6.72,0.341101,33.71,4,S2
10.0,-59.0,18.0,-20.79,0.188305,31.47,4,S4
-35.0,-54.0,6.0,-4.16,0.272747,32.31,1,S14
-59.0,-25.0,22.0,-99.7,1.975842,32.79,1,S3
-48.0,-44.0,1.0,10.43,0.339268,32.77,2,S14
-56.0,-34.0,-3.0,11.68,3.095219,32.81,1,S3
-20.0,-11.0,-60.0,-2.35,0.124346,33.0,1,S4
-46.0,-36.0,-29.0,6.6,0.290656,32.16,1,S14
56.0,23.0,17.0,-6.78,0.170684,34.33,4,S2
-19.0,-4.0,-61.0,-14.29,0.121788,33.07,1,S4
-48.0,-36.0,-24.0,-29.46,0.286819,32.18,1,S14
17.0,-59.0,13.0,-35.85,1.080498,32.83,2,S2
-44.0,18.0,43.0,-48.34,0.175513,32.77,3,S4
-50.0,13.0,38.0,22.82,0.293215,32.15,1,S14
-17.0,61.0,12.0,166.31,2.117667,32.21,2,S4
-29.0,57.0,10.0,-2.17,1.762358,31.91,2,S3
-37.0,-12.0,-55.0,-37.19,0.181909,32.89,1,S4
-48.0,0.0,42.0,-62.25,0.170397,32.81,3,S4
62.0,0.0,11.0,15.97,0.25397,33.97,4,S2
-17.0,-7.0,-61.0,-92.68,0.128184,32.93,1,S4
-64.0,-2.0,12.0,6.66,0.334151,33.16,2,S14
-40.0,-52.0,9.0,-14.42,0.369268,30.85,3,S3
-49.0,0.0,41.0,52.46,0.167838,32.87,3,S4
55.0,24.0,17.0,-14.04,0.107899,35.89,1,S2
54.0,24.0,22.0,12.81,0.155308,35.91,1,S2
-49.0,2.0,42.0,49.71,0.166559,32.84,3,S4
-64.0,-1.0,5.0,-26.84,0.185747,31.49,4,S4
-34.0,-8.0,-54.0,-28.74,0.142255,32.91,1,S4
52.0,28.0,24.0,-59.8,0.121993,35.91,1,S2
-20.0,-4.0,-61.0,21.14,0.121788,33.05,1,S4
